amazon revenue,author revenue,average rating,genre,gross sales,name,publisher revenue,sale price,sales rank,sold by,total reviews,type,units sold
1.878,1.878,4.15,comics,9.39,(Small or Medium Publisher),5.634,9.39,93876,"Amazon Digital Services,  Inc.",40,small/medium,1
1.196,1.196,4.87,children,5.98,Puffin,3.588,5.98,93878,Penguin Group (USA) LLC,24,big five,1
3.454,3.454,4.75,nonfiction,17.27,(Small or Medium Publisher),10.362,17.27,93882,"Amazon Digital Services,  Inc.",24,small/medium,1
1.024,1.024,0,children,5.12,Grosset & Dunlap,3.072,5.12,93888,Penguin Group (USA) LLC,0,big five,1
1.2285,0.6615,4.25,nonfiction,1.89,(Indie Publisher),0,1.89,93892,"Amazon Digital Services,  Inc.",4,indie,1
1.954,1.954,4.63,nonfiction,9.77,HarperOne,5.862,9.77,93893,HarperCollins Publishers,22,big five,1
0.764,0.764,4.59,genre fiction,3.82,(Small or Medium Publisher),2.292,3.82,93894,"Amazon Digital Services,  Inc.",5,small/medium,1
3.796,3.796,4.75,nonfiction,18.98,(Small or Medium Publisher),11.388,18.98,93906,"Amazon Digital Services,  Inc.",8,small/medium,1
0.994,0.994,4,nonfiction,4.97,(Single-Author Publisher),2.982,4.97,93915,"Amazon Digital Services,  Inc.",6,single author,1
0.916,0.916,5,children,4.58,(Small or Medium Publisher),2.748,4.58,93931,"Amazon Digital Services,  Inc.",3,small/medium,1
2.598,2.598,4.68,nonfiction,12.99,(Small or Medium Publisher),7.794,12.99,93933,"Amazon Digital Services,  Inc.",22,small/medium,1
2.982,6.958,5,nonfiction,9.94,(Indie Publisher),0,9.94,93936,"Amazon Digital Services,  Inc.",2,indie,1
1.878,1.878,4.4,comics,9.39,(Small or Medium Publisher),5.634,9.39,93948,"Amazon Digital Services,  Inc.",45,small/medium,1
0.682,0.682,5,children,3.41,Random House Books for Young Readers,2.046,3.41,93954,Random House LLC,1,big five,1
3.296,3.296,4.65,nonfiction,16.48,(Small or Medium Publisher),9.888,16.48,93957,"Amazon Digital Services,  Inc.",29,small/medium,1
1.018,1.018,0,children,5.09,(Small or Medium Publisher),3.054,5.09,93960,"Amazon Digital Services,  Inc.",0,small/medium,1
1.497,3.493,4.05,genre fiction,4.99,(Indie Publisher),0,4.99,93962,"Amazon Digital Services,  Inc.",19,indie,1
2.697,6.293,4.06,nonfiction,8.99,(Indie Publisher),0,8.99,93963,"Amazon Digital Services,  Inc.",16,indie,1
1.998,1.998,1.25,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,93976,"Amazon Digital Services,  Inc.",4,small/medium,1
0.6,0.6,4.5,children,3,(Small or Medium Publisher),1.8,3,93984,"Amazon Digital Services,  Inc.",16,small/medium,1
0.764,0.764,4.37,genre fiction,3.82,(Small or Medium Publisher),2.292,3.82,93986,"Amazon Digital Services,  Inc.",8,small/medium,1
0.922,0.922,4.83,children,4.61,(Small or Medium Publisher),2.766,4.61,93992,"Amazon Digital Services,  Inc.",6,small/medium,1
0.198,0.198,4.71,children,0.99,(Small or Medium Publisher),0.594,0.99,94009,"Amazon Digital Services,  Inc.",7,small/medium,1
0.897,2.093,4,nonfiction,2.99,(Indie Publisher),0,2.99,94013,"Amazon Digital Services,  Inc.",15,indie,1
0.798,0.798,5,nonfiction,3.99,(Small or Medium Publisher),2.394,3.99,94017,"Amazon Digital Services,  Inc.",17,small/medium,1
0.598,0.598,3.22,nonfiction,2.99,(Single-Author Publisher),1.794,2.99,94023,"Amazon Digital Services,  Inc.",9,single author,1
2.997,6.993,4.43,nonfiction,9.99,(Indie Publisher),0,9.99,94024,"Amazon Digital Services,  Inc.",23,indie,1
1.538,1.538,4.28,nonfiction,7.69,(Small or Medium Publisher),4.614,7.69,94035,"Amazon Digital Services,  Inc.",7,small/medium,1
3.85,3.85,0,nonfiction,19.25,(Small or Medium Publisher),11.55,19.25,94039,"Amazon Digital Services,  Inc.",0,small/medium,1
1.598,1.598,5,nonfiction,7.99,(Single-Author Publisher),4.794,7.99,94044,"Amazon Digital Services,  Inc.",3,single author,1
1.878,1.878,4.64,nonfiction,9.39,(Small or Medium Publisher),5.634,9.39,94057,"Amazon Digital Services,  Inc.",153,small/medium,1
0.398,0.398,4.26,nonfiction,1.99,(Small or Medium Publisher),1.194,1.99,94059,"Amazon Digital Services,  Inc.",115,small/medium,1
0.398,0.398,5,nonfiction,1.99,Harper Element,1.194,1.99,94060,HarperCollins Publishers,1,big five,1
1.598,1.598,3.81,nonfiction,7.99,Times Books,4.794,7.99,94072,Macmillan,61,big five,1
2.368,2.368,3.7,nonfiction,11.84,Vintage,7.104,11.84,94073,Random House LLC,114,big five,1
1.998,1.998,4.36,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,94085,"Amazon Digital Services,  Inc.",19,small/medium,1
0.764,0.764,4.2,genre fiction,3.82,(Small or Medium Publisher),2.292,3.82,94087,"Amazon Digital Services,  Inc.",10,small/medium,1
2.898,2.898,0,nonfiction,14.49,(Small or Medium Publisher),8.694,14.49,94088,"Amazon Digital Services,  Inc.",0,small/medium,1
1.998,1.998,4.96,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,94089,"Amazon Digital Services,  Inc.",26,small/medium,1
0.998,0.998,4.55,nonfiction,4.99,(Small or Medium Publisher),2.994,4.99,94093,"Amazon Digital Services,  Inc.",9,small/medium,1
1.392,1.392,4.38,nonfiction,6.96,(Small or Medium Publisher),4.176,6.96,94099,"Amazon Digital Services,  Inc.",13,small/medium,1
2.996,2.996,4.59,nonfiction,14.98,(Small or Medium Publisher),8.988,14.98,94100,"Amazon Digital Services,  Inc.",27,small/medium,1
0.598,0.598,4.2,nonfiction,2.99,(Single-Author Publisher),1.794,2.99,94101,"Amazon Digital Services,  Inc.",10,single author,1
1.2935,0.6965,4.9,nonfiction,1.99,(Indie Publisher),0,1.99,94101,"Amazon Digital Services,  Inc.",10,indie,1
0.897,2.093,0,nonfiction,2.99,(Indie Publisher),0,2.99,94106,"Amazon Digital Services,  Inc.",0,indie,1
4.198,4.198,4.43,nonfiction,20.99,(Small or Medium Publisher),12.594,20.99,94137,"Amazon Digital Services,  Inc.",16,small/medium,1
1.084,1.084,4.29,children,5.42,"Farrar, Straus and Giroux",3.252,5.42,94147,Macmillan,81,big five,1
0.9685,0.5215,4.16,nonfiction,1.49,(Indie Publisher),0,1.49,94155,"Amazon Digital Services,  Inc.",12,indie,1
0.922,0.922,4.33,genre fiction,4.61,(Small or Medium Publisher),2.766,4.61,94157,"Amazon Digital Services,  Inc.",3,small/medium,1
4.8,4.8,4.66,nonfiction,24,(Small or Medium Publisher),14.4,24,94164,"Amazon Digital Services,  Inc.",9,small/medium,1
1.138,1.138,4.57,children,5.69,Simon & Schuster/Paula Wiseman Books,3.414,5.69,94166,Simon and Schuster Digital Sales Inc,21,big five,1
0.598,0.598,4.38,children,2.99,(Small or Medium Publisher),1.794,2.99,94188,"Amazon Digital Services,  Inc.",31,small/medium,1
0.897,2.093,0,nonfiction,2.99,(Indie Publisher),0,2.99,94199,"Amazon Digital Services,  Inc.",0,indie,1
1.398,1.398,2.64,nonfiction,6.99,(Small or Medium Publisher),4.194,6.99,94206,"Amazon Digital Services,  Inc.",14,small/medium,1
2.598,2.598,4.04,genre fiction,12.99,Bantam,7.794,12.99,94208,Random House LLC,25,big five,1
1.998,1.998,4.51,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,94215,"Amazon Digital Services,  Inc.",45,small/medium,1
0.852,0.852,2.73,children,4.26,Random House Books for Young Readers,2.556,4.26,94217,Random House LLC,34,big five,1
0.65,0.65,5,genre fiction,3.25,(Small or Medium Publisher),1.95,3.25,94222,"Amazon Digital Services,  Inc.",2,small/medium,1
0.764,0.764,5,children,3.82,(Small or Medium Publisher),2.292,3.82,94222,"Amazon Digital Services,  Inc.",6,small/medium,1
1.954,1.954,4.26,genre fiction,9.77,WaterBrook Press,5.862,9.77,94225,Random House LLC,84,big five,1
1.954,1.954,4.3,nonfiction,9.77,HarperCollins e-books,5.862,9.77,94226,HarperCollins Publishers,46,big five,1
1.798,1.798,4.86,nonfiction,8.99,(Single-Author Publisher),5.394,8.99,94241,"Amazon Digital Services,  Inc.",15,single author,1
1.598,1.598,4.8,nonfiction,7.99,(Small or Medium Publisher),4.794,7.99,94242,"Amazon Digital Services,  Inc.",5,small/medium,1
0.6435,0.3465,3.42,nonfiction,0.99,(Indie Publisher),0,0.99,94253,"Amazon Digital Services,  Inc.",7,indie,1
0.6435,0.3465,4.16,nonfiction,0.99,(Indie Publisher),0,0.99,94256,"Amazon Digital Services,  Inc.",60,indie,1
1,1,0,nonfiction,5,(Single-Author Publisher),3,5,94257,"Amazon Digital Services,  Inc.",0,single author,1
1.791,4.179,4.59,nonfiction,5.97,(Indie Publisher),0,5.97,94265,"Amazon Digital Services,  Inc.",22,indie,1
2.5935,1.3965,3.79,children,3.99,Two Lions,0,3.99,94273,"Amazon Digital Services,  Inc.",29,amazon,1
0.897,2.093,3.66,nonfiction,2.99,(Indie Publisher),0,2.99,94274,"Amazon Digital Services,  Inc.",3,indie,1
0.897,2.093,4.5,nonfiction,2.99,(Indie Publisher),0,2.99,94278,"Amazon Digital Services,  Inc.",2,indie,1
0.764,0.764,5,children,3.82,(Small or Medium Publisher),2.292,3.82,94278,"Amazon Digital Services,  Inc.",1,small/medium,1
1.196,1.196,4.85,children,5.98,Aladdin,3.588,5.98,94292,Simon and Schuster Digital Sales Inc,7,big five,1
0.994,0.994,4.64,nonfiction,4.97,(Small or Medium Publisher),2.982,4.97,94296,"Amazon Digital Services,  Inc.",17,small/medium,1
0.922,0.922,4.8,children,4.61,(Small or Medium Publisher),2.766,4.61,94303,"Amazon Digital Services,  Inc.",26,small/medium,1
0.598,0.598,0,children,2.99,(Small or Medium Publisher),1.794,2.99,94316,"Amazon Digital Services,  Inc.",0,small/medium,1
1.998,1.998,4.26,nonfiction,9.99,Three Rivers Press,5.994,9.99,94322,Random House LLC,15,big five,1
13.536,13.536,4,nonfiction,67.68,(Small or Medium Publisher),40.608,67.68,94324,"Amazon Digital Services,  Inc.",14,small/medium,1
0.398,0.398,4.46,nonfiction,1.99,(Small or Medium Publisher),1.194,1.99,94326,"Amazon Digital Services,  Inc.",13,small/medium,1
2.198,2.198,3.66,nonfiction,10.99,(Small or Medium Publisher),6.594,10.99,94339,"Amazon Digital Services,  Inc.",6,small/medium,1
1.638,1.638,3.83,nonfiction,8.19,(Single-Author Publisher),4.914,8.19,94344,"Amazon Digital Services,  Inc.",6,single author,1
1.718,1.718,3.55,nonfiction,8.59,(Small or Medium Publisher),5.154,8.59,94357,"Amazon Digital Services,  Inc.",43,small/medium,1
0.682,0.682,4.82,children,3.41,(Small or Medium Publisher),2.046,3.41,94358,"Amazon Digital Services,  Inc.",17,small/medium,1
0.852,0.852,4.88,children,4.26,Random House Books for Young Readers,2.556,4.26,94367,Random House LLC,36,big five,1
2.098,2.098,4.04,nonfiction,10.49,(Small or Medium Publisher),6.294,10.49,94371,"Amazon Digital Services,  Inc.",108,small/medium,1
0.598,0.598,4.45,nonfiction,2.99,(Small or Medium Publisher),1.794,2.99,94373,"Amazon Digital Services,  Inc.",11,small/medium,1
0.598,0.598,1.66,nonfiction,2.99,(Single-Author Publisher),1.794,2.99,94379,"Amazon Digital Services,  Inc.",6,single author,1
0.598,0.598,4.37,nonfiction,2.99,(Small or Medium Publisher),1.794,2.99,94382,"Amazon Digital Services,  Inc.",8,small/medium,1
1.538,1.538,4.62,nonfiction,7.69,(Small or Medium Publisher),4.614,7.69,94386,"Amazon Digital Services,  Inc.",8,small/medium,1
1.197,2.793,4.19,nonfiction,3.99,(Indie Publisher),0,3.99,94388,"Amazon Digital Services,  Inc.",31,indie,1
3.696,3.696,0,nonfiction,18.48,(Small or Medium Publisher),11.088,18.48,94389,"Amazon Digital Services,  Inc.",0,small/medium,1
1.878,1.878,3.95,nonfiction,9.39,(Small or Medium Publisher),5.634,9.39,94399,"Amazon Digital Services,  Inc.",23,small/medium,1
0.948,0.948,5,nonfiction,4.74,"Little, Brown Books for Young Readers",2.844,4.74,94400,Hachette Book Group,13,big five,1
0.798,0.798,4.86,children,3.99,Random House Books for Young Readers,2.394,3.99,94404,Random House LLC,66,big five,1
1.818,1.818,4.3,nonfiction,9.09,(Small or Medium Publisher),5.454,9.09,94406,"Amazon Digital Services,  Inc.",144,small/medium,1
0.198,0.198,4.81,nonfiction,0.99,(Small or Medium Publisher),0.594,0.99,94408,"Amazon Digital Services,  Inc.",11,small/medium,1
3.078,3.078,4.15,nonfiction,15.39,(Small or Medium Publisher),9.234,15.39,94409,"Amazon Digital Services,  Inc.",19,small/medium,1
1.998,1.998,5,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,94412,"Amazon Digital Services,  Inc.",2,small/medium,1
1.797,4.193,4.62,genre fiction,5.99,(Indie Publisher),0,5.99,94413,"Amazon Digital Services,  Inc.",8,indie,1
1.51,1.51,3.5,comics,7.55,(Small or Medium Publisher),4.53,7.55,94418,"Amazon Digital Services,  Inc.",2,small/medium,1
3.078,3.078,4.87,nonfiction,15.39,(Small or Medium Publisher),9.234,15.39,94435,"Amazon Digital Services,  Inc.",8,small/medium,1
0.758,0.758,3.33,genre fiction,3.79,(Small or Medium Publisher),2.274,3.79,94457,"Amazon Digital Services,  Inc.",3,small/medium,1
1.14,2.66,0,nonfiction,3.8,(Indie Publisher),0,3.8,94457,"Amazon Digital Services,  Inc.",0,indie,1
0.6435,0.3465,0,nonfiction,0.99,(Indie Publisher),0,0.99,94470,"Amazon Digital Services,  Inc.",0,indie,1
0.897,2.093,5,genre fiction,2.99,(Indie Publisher),0,2.99,94471,"Amazon Digital Services,  Inc.",4,indie,1
0.198,0.198,0,children,0.99,(Small or Medium Publisher),0.594,0.99,94472,"Amazon Digital Services,  Inc.",0,small/medium,1
1.778,1.778,4.3,nonfiction,8.89,Hill and Wang,5.334,8.89,94473,Macmillan,13,big five,1
0.798,0.798,4.57,nonfiction,3.99,(Single-Author Publisher),2.394,3.99,94473,"Amazon Digital Services,  Inc.",28,single author,1
0.897,2.093,4.87,nonfiction,2.99,(Indie Publisher),0,2.99,94475,"Amazon Digital Services,  Inc.",8,indie,1
1.538,1.538,3.41,nonfiction,7.69,(Single-Author Publisher),4.614,7.69,94479,"Amazon Digital Services,  Inc.",12,single author,1
0.876,0.876,5,genre fiction,4.38,(Small or Medium Publisher),2.628,4.38,94482,"Amazon Digital Services,  Inc.",11,small/medium,1
1.485,3.465,4.46,nonfiction,4.95,(Indie Publisher),0,4.95,94486,"Amazon Digital Services,  Inc.",15,indie,1
2.098,2.098,4.71,nonfiction,10.49,(Small or Medium Publisher),6.294,10.49,94497,"Amazon Digital Services,  Inc.",39,small/medium,1
3.39,3.39,4.75,nonfiction,16.95,(Small or Medium Publisher),10.17,16.95,94499,"Amazon Digital Services,  Inc.",4,small/medium,1
2.224,2.224,4.18,nonfiction,11.12,Free Press,6.672,11.12,94504,Simon and Schuster Digital Sales Inc,16,big five,1
0.62,0.62,4.55,genre fiction,3.1,(Small or Medium Publisher),1.86,3.1,94510,"Amazon Digital Services,  Inc.",18,small/medium,1
0.897,2.093,2,nonfiction,2.99,(Indie Publisher),0,2.99,94510,"Amazon Digital Services,  Inc.",1,indie,1
5.416,5.416,4.59,nonfiction,27.08,(Small or Medium Publisher),16.248,27.08,94515,"Amazon Digital Services,  Inc.",10,small/medium,1
1.198,1.198,4.4,nonfiction,5.99,Ivy Books,3.594,5.99,94520,Random House LLC,10,big five,1
1.998,1.998,4.73,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,94522,"Amazon Digital Services,  Inc.",107,small/medium,1
5,5,4,nonfiction,25,(Small or Medium Publisher),15,25,94531,"Amazon Digital Services,  Inc.",6,small/medium,1
2.558,2.558,4.45,nonfiction,12.79,Crown Business,7.674,12.79,94538,Random House LLC,11,big five,1
0.598,0.598,3.5,nonfiction,2.99,(Small or Medium Publisher),1.794,2.99,94545,"Amazon Digital Services,  Inc.",6,small/medium,1
1.998,1.998,4.33,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,94554,"Amazon Digital Services,  Inc.",9,small/medium,1
1.197,2.793,3.53,nonfiction,3.99,(Indie Publisher),0,3.99,94565,"Amazon Digital Services,  Inc.",13,indie,1
1.497,3.493,4.75,nonfiction,4.99,(Indie Publisher),0,4.99,94569,"Amazon Digital Services,  Inc.",29,indie,1
1.998,1.998,4.09,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,94573,"Amazon Digital Services,  Inc.",21,small/medium,1
0.198,0.198,3.75,nonfiction,0.99,(Small or Medium Publisher),0.594,0.99,94573,"Amazon Digital Services,  Inc.",101,small/medium,1
2.198,2.198,4.93,nonfiction,10.99,(Small or Medium Publisher),6.594,10.99,94576,"Amazon Digital Services,  Inc.",15,small/medium,1
0.897,2.093,4.73,nonfiction,2.99,(Indie Publisher),0,2.99,94588,"Amazon Digital Services,  Inc.",15,indie,1
1.076,1.076,4.58,children,5.38,(Small or Medium Publisher),3.228,5.38,94594,"Amazon Digital Services,  Inc.",55,small/medium,1
4.784,4.784,4.66,nonfiction,23.92,(Small or Medium Publisher),14.352,23.92,94598,"Amazon Digital Services,  Inc.",3,small/medium,1
1.6,1.6,3.8,genre fiction,8,Pocket Books/Star Trek,4.8,8,94599,Simon and Schuster Digital Sales Inc,51,big five,1
1.3585,0.7315,3.33,nonfiction,2.09,(Indie Publisher),0,2.09,94604,"Amazon Digital Services,  Inc.",27,indie,1
0.598,0.598,4.18,nonfiction,2.99,(Single-Author Publisher),1.794,2.99,94607,"Amazon Digital Services,  Inc.",11,single author,1
0.398,0.398,3.83,nonfiction,1.99,(Single-Author Publisher),1.194,1.99,94609,"Amazon Digital Services,  Inc.",6,single author,1
2.888,2.888,4.11,nonfiction,14.44,Free Press,8.664,14.44,94611,Simon and Schuster Digital Sales Inc,36,big five,1
0.198,0.198,4.59,nonfiction,0.99,(Small or Medium Publisher),0.594,0.99,94625,"Amazon Digital Services,  Inc.",5,small/medium,1
1.778,1.778,4.41,nonfiction,8.89,"Farrar, Straus and Giroux",5.334,8.89,94627,Macmillan,58,big five,1
1.194,2.786,3.14,nonfiction,3.98,(Indie Publisher),0,3.98,94633,"Amazon Digital Services,  Inc.",14,indie,1
1.224,1.224,4.21,children,6.12,(Small or Medium Publisher),3.672,6.12,94637,"Amazon Digital Services,  Inc.",14,small/medium,1
0.897,2.093,1.62,nonfiction,2.99,(Indie Publisher),0,2.99,94652,"Amazon Digital Services,  Inc.",8,indie,1
0.6435,0.3465,4,nonfiction,0.99,(Indie Publisher),0,0.99,94659,"Amazon Digital Services,  Inc.",5,indie,1
7.998,7.998,4.57,nonfiction,39.99,(Small or Medium Publisher),23.994,39.99,94660,"Amazon Digital Services,  Inc.",7,small/medium,1
0.656,0.656,4.25,nonfiction,3.28,(Single-Author Publisher),1.968,3.28,94697,"Amazon Digital Services,  Inc.",31,single author,1
1.998,1.998,4.51,nonfiction,9.99,(Single-Author Publisher),5.994,9.99,94702,"Amazon Digital Services,  Inc.",29,single author,1
0.6435,0.3465,2.93,nonfiction,0.99,(Indie Publisher),0,0.99,94707,"Amazon Digital Services,  Inc.",31,indie,1
1.398,1.398,4.61,genre fiction,6.99,(Small or Medium Publisher),4.194,6.99,94711,"Amazon Digital Services,  Inc.",52,small/medium,1
2.498,2.498,3.48,nonfiction,12.49,(Small or Medium Publisher),7.494,12.49,94711,"Amazon Digital Services,  Inc.",27,small/medium,1
1.998,1.998,4.3,nonfiction,9.99,(Small or Medium Publisher),5.994,9.99,94720,"Amazon Digital Services,  Inc.",10,small/medium,1
0.598,0.598,4,nonfiction,2.99,(Single-Author Publisher),1.794,2.99,94730,"Amazon Digital Services,  Inc.",4,single author,1
2.26,2.26,4.63,children,11.3,Simon & Schuster Books for Young Readers,6.78,11.3,94743,Simon and Schuster Digital Sales Inc,111,big five,1
0.598,0.598,0,nonfiction,2.99,(Single-Author Publisher),1.794,2.99,94746,"Amazon Digital Services,  Inc.",0,single author,1
4.298,4.298,4.88,nonfiction,21.49,(Small or Medium Publisher),12.894,21.49,94754,"Amazon Digital Services,  Inc.",17,small/medium,1
3.846,3.846,4.66,nonfiction,19.23,(Small or Medium Publisher),11.538,19.23,94757,"Amazon Digital Services,  Inc.",3,small/medium,1
0.548,0.548,0,genre fiction,2.74,(Small or Medium Publisher),1.644,2.74,94771,"Amazon Digital Services,  Inc.",0,small/medium,1
0.798,0.798,4.44,nonfiction,3.99,(Single-Author Publisher),2.394,3.99,94776,"Amazon Digital Services,  Inc.",9,single author,1
1.6,1.6,4.63,comics,8,Grand Central Publishing,4.8,8,94777,Hachette Book Group,60,big five,1
0.897,2.093,0,nonfiction,2.99,(Indie Publisher),0,2.99,94779,"Amazon Digital Services,  Inc.",0,indie,1
10.998,10.998,0,nonfiction,54.99,(Small or Medium Publisher),32.994,54.99,94780,"Amazon Digital Services,  Inc.",0,small/medium,1
3.018,3.018,4.17,nonfiction,15.09,Ballantine Books,9.054,15.09,94785,Random House LLC,23,big five,1
0.6435,0.3465,4.61,genre fiction,0.99,(Indie Publisher),0,0.99,94819,"Amazon Digital Services,  Inc.",52,indie,1
1.538,1.538,4.63,children,7.69,Aladdin,4.614,7.69,94825,Simon and Schuster Digital Sales Inc,76,big five,1
2.198,2.198,4.33,nonfiction,10.99,Free Press,6.594,10.99,94832,Simon and Schuster Digital Sales Inc,6,big five,1
2.6,2.6,3.97,nonfiction,13,Ten Speed Press,7.8,13,94836,Random House LLC,35,big five,1
1.878,1.878,4.66,children,9.39,(Small or Medium Publisher),5.634,9.39,94840,"Amazon Digital Services,  Inc.",30,small/medium,1
1.398,1.398,4.05,genre fiction,6.99,(Small or Medium Publisher),4.194,6.99,94848,"Amazon Digital Services,  Inc.",54,small/medium,1
0.598,0.598,0,nonfiction,2.99,(Single-Author Publisher),1.794,2.99,94850,"Amazon Digital Services,  Inc.",0,single author,1
